"Subject","Start Date","Start Time","End Date","End Time","All day event","Description","Show time as","Location"
"Candle lighting","1/1/2027","16:28","1/1/2027","16:28","false","Parashat Shemot","4","Ramat Gan"
"Parashat Shemot","2/1/2027",,,,"true","","3","Torah Reading"
"Mevarchim Chodesh Sh’vat","2/1/2027",,,,"true","Molad Sh’vat: Thu; 55 minutes and 5 chalakim after 23:00","3",""
"Havdalah","2/1/2027","17:27","2/1/2027","17:27","false","","4","Ramat Gan"
"Candle lighting","8/1/2027","16:34","8/1/2027","16:34","false","Parashat Vaera","4","Ramat Gan"
"Rosh Chodesh Sh’vat","9/1/2027",,,,"true","Start of month of Sh'vat on the Hebrew calendar","3","Jewish Holidays"
"Parashat Vaera","9/1/2027",,,,"true","Rosh Chodesh Sh’vat","3","Torah Reading"
"Havdalah","9/1/2027","17:33","9/1/2027","17:33","false","","4","Ramat Gan"
"Candle lighting","15/1/2027","16:40","15/1/2027","16:40","false","Parashat Bo","4","Ramat Gan"
"Parashat Bo","16/1/2027",,,,"true","","3","Torah Reading"
"Havdalah","16/1/2027","17:38","16/1/2027","17:38","false","","4","Ramat Gan"
"Candle lighting","22/1/2027","16:46","22/1/2027","16:46","false","Parashat Beshalach","4","Ramat Gan"
"Tu BiShvat","23/1/2027",,,,"true","New Year for Trees","3","Jewish Holidays"
"Shabbat Shirah","23/1/2027",,,,"true","Shabbat of Song","3","Jewish Holidays"
"Parashat Beshalach","23/1/2027",,,,"true","Shabbat Shirah","3","Torah Reading"
"Havdalah","23/1/2027","17:44","23/1/2027","17:44","false","","4","Ramat Gan"
"Candle lighting","29/1/2027","16:53","29/1/2027","16:53","false","Parashat Yitro","4","Ramat Gan"
"Parashat Yitro","30/1/2027",,,,"true","","3","Torah Reading"
"Havdalah","30/1/2027","17:50","30/1/2027","17:50","false","","4","Ramat Gan"
"Candle lighting","5/2/2027","16:59","5/2/2027","16:59","false","Parashat Mishpatim","4","Ramat Gan"
"Parashat Mishpatim","6/2/2027",,,,"true","Machar Chodesh","3","Torah Reading"
"Mevarchim Chodesh Adar I","6/2/2027",,,,"true","Molad Adar I: Sat; 39 minutes and 6 chalakim after 12:00","3",""
"Havdalah","6/2/2027","17:56","6/2/2027","17:56","false","","4","Ramat Gan"
"Family Day","7/2/2027",,,,"true","Yom HaMishpacha; a day to honor the family unit","3","Jewish Holidays"
"Rosh Chodesh Adar I","7/2/2027",,,,"true","Start of month of Adar I (on leap years) on the Hebrew calendar","3","Jewish Holidays"
"Rosh Chodesh Adar I","8/2/2027",,,,"true","Start of month of Adar I (on leap years) on the Hebrew calendar","3","Jewish Holidays"
"Candle lighting","12/2/2027","17:06","12/2/2027","17:06","false","Parashat Terumah","4","Ramat Gan"
"Parashat Terumah","13/2/2027",,,,"true","","3","Torah Reading"
"Havdalah","13/2/2027","18:02","13/2/2027","18:02","false","","4","Ramat Gan"
"Candle lighting","19/2/2027","17:12","19/2/2027","17:12","false","Parashat Tetzaveh","4","Ramat Gan"
"Parashat Tetzaveh","20/2/2027",,,,"true","","3","Torah Reading"
"Havdalah","20/2/2027","18:08","20/2/2027","18:08","false","","4","Ramat Gan"
"Purim Katan","21/2/2027",,,,"true","Minor Purim celebration during Adar I on leap years","3","Jewish Holidays"
"Shushan Purim Katan","22/2/2027",,,,"true","Minor Purim celebration during Adar I on leap years in Jerusalem and walled cities","3","Jewish Holidays"
"Candle lighting","26/2/2027","17:17","26/2/2027","17:17","false","Parashat Ki Tisa","4","Ramat Gan"
"Parashat Ki Tisa","27/2/2027",,,,"true","","3","Torah Reading"
"Havdalah","27/2/2027","18:13","27/2/2027","18:13","false","","4","Ramat Gan"
"Candle lighting","5/3/2027","17:23","5/3/2027","17:23","false","Parashat Vayakhel","4","Ramat Gan"
"Shabbat Shekalim","6/3/2027",,,,"true","Shabbat before Rosh Chodesh Adar","3","Jewish Holidays"
"Parashat Vayakhel","6/3/2027",,,,"true","Shabbat Shekalim","3","Torah Reading"
"Mevarchim Chodesh Adar II","6/3/2027",,,,"true","Molad Adar II: Mon; 23 minutes and 7 chalakim after 1:00","3",""
"Havdalah","6/3/2027","18:18","6/3/2027","18:18","false","","4","Ramat Gan"
"Rosh Chodesh Adar II","9/3/2027",,,,"true","Start of month of Adar II (on leap years) on the Hebrew calendar","3","Jewish Holidays"
"Rosh Chodesh Adar II","10/3/2027",,,,"true","Start of month of Adar II (on leap years) on the Hebrew calendar","3","Jewish Holidays"
"Candle lighting","12/3/2027","17:28","12/3/2027","17:28","false","Parashat Pekudei","4","Ramat Gan"
"Parashat Pekudei","13/3/2027",,,,"true","","3","Torah Reading"
"Havdalah","13/3/2027","18:23","13/3/2027","18:23","false","","4","Ramat Gan"
"Candle lighting","19/3/2027","17:33","19/3/2027","17:33","false","Parashat Vayikra","4","Ramat Gan"
"Shabbat Zachor","20/3/2027",,,,"true","Shabbat of Remembrance","3","Jewish Holidays"
"Parashat Vayikra","20/3/2027",,,,"true","Shabbat Zachor","3","Torah Reading"
"Havdalah","20/3/2027","18:28","20/3/2027","18:28","false","","4","Ramat Gan"
"Fast begins","22/3/2027","04:30","22/3/2027","04:30","false","Ta’anit Esther","4","Ramat Gan"
"Ta’anit Esther","22/3/2027",,,,"true","Fast of Esther","3","Jewish Holidays"
"Fast ends","22/3/2027","18:23","22/3/2027","18:23","false","Ta’anit Esther","4","Ramat Gan"
"Erev Purim","22/3/2027",,,,"true","Celebration of Jewish deliverance as told by Megilat Esther","3","Jewish Holidays"
"Purim","23/3/2027",,,,"true","Celebration of Jewish deliverance as told by Megilat Esther","3","Jewish Holidays"
"Shushan Purim","24/3/2027",,,,"true","Purim celebrated in Jerusalem and walled cities","3","Jewish Holidays"
"Candle lighting","26/3/2027","18:38","26/3/2027","18:38","false","Parashat Tzav","4","Ramat Gan"
"Shabbat Parah","27/3/2027",,,,"true","Shabbat of the Red Heifer","3","Jewish Holidays"
"Parashat Tzav","27/3/2027",,,,"true","Shabbat Parah","3","Torah Reading"
"Havdalah","27/3/2027","19:33","27/3/2027","19:33","false","","4","Ramat Gan"
"Candle lighting","2/4/2027","18:42","2/4/2027","18:42","false","Parashat Shmini","4","Ramat Gan"
"Shabbat HaChodesh","3/4/2027",,,,"true","Shabbat before Rosh Chodesh Nissan","3","Jewish Holidays"
"Parashat Shmini","3/4/2027",,,,"true","Shabbat HaChodesh","3","Torah Reading"
"Mevarchim Chodesh Nisan","3/4/2027",,,,"true","Molad Nisan: Tue; 7 minutes and 8 chalakim after 14:00","3",""
"Havdalah","3/4/2027","19:38","3/4/2027","19:38","false","","4","Ramat Gan"
"Rosh Chodesh Nisan","8/4/2027",,,,"true","Start of month of Nisan on the Hebrew calendar","3","Jewish Holidays"
"Candle lighting","9/4/2027","18:47","9/4/2027","18:47","false","Parashat Tazria","4","Ramat Gan"
"Parashat Tazria","10/4/2027",,,,"true","","3","Torah Reading"
"Havdalah","10/4/2027","19:43","10/4/2027","19:43","false","","4","Ramat Gan"
"Candle lighting","16/4/2027","18:52","16/4/2027","18:52","false","Parashat Metzora","4","Ramat Gan"
"Shabbat HaGadol","17/4/2027",,,,"true","Shabbat before Pesach (The Great Shabbat)","3","Jewish Holidays"
"Yom HaAliyah","17/4/2027",,,,"true","Recognizes Aliyah; immigration to the Jewish State of Israel","3","Jewish Holidays"
"Parashat Metzora","17/4/2027",,,,"true","Shabbat HaGadol","3","Torah Reading"
"Havdalah","17/4/2027","19:49","17/4/2027","19:49","false","","4","Ramat Gan"
"Fast begins","21/4/2027","04:49","21/4/2027","04:49","false","Ta’anit Bechorot","4","Ramat Gan"
"Ta’anit Bechorot","21/4/2027",,,,"true","Fast of the First Born","3","Jewish Holidays"
"Erev Pesach","21/4/2027",,,,"true","Passover; the Feast of Unleavened Bread","3","Jewish Holidays"
"Candle lighting","21/4/2027","18:56","21/4/2027","18:56","false","Erev Pesach","4","Ramat Gan"
"Pesach I","22/4/2027",,,,"true","Passover; the Feast of Unleavened Bread","4","Jewish Holidays"
"Havdalah","22/4/2027","19:53","22/4/2027","19:53","false","Pesach I","4","Ramat Gan"
"Pesach II (CH’’M)","23/4/2027",,,,"true","Passover; the Feast of Unleavened Bread","3","Jewish Holidays"
"Candle lighting","23/4/2027","18:57","23/4/2027","18:57","false","Parashat Pesach Shabbat Chol ha-Moed","4","Ramat Gan"
"Pesach III (CH’’M)","24/4/2027",,,,"true","Passover; the Feast of Unleavened Bread","3","Jewish Holidays"
"Havdalah","24/4/2027","19:54","24/4/2027","19:54","false","","4","Ramat Gan"
"Pesach IV (CH’’M)","25/4/2027",,,,"true","Passover; the Feast of Unleavened Bread","3","Jewish Holidays"
"Pesach V (CH’’M)","26/4/2027",,,,"true","Passover; the Feast of Unleavened Bread","3","Jewish Holidays"
"Pesach VI (CH’’M)","27/4/2027",,,,"true","Passover; the Feast of Unleavened Bread","3","Jewish Holidays"
"Candle lighting","27/4/2027","19:00","27/4/2027","19:00","false","Pesach VI (CH’’M)","4","Ramat Gan"
"Pesach VII","28/4/2027",,,,"true","Passover; the Feast of Unleavened Bread","4","Jewish Holidays"
"Havdalah","28/4/2027","19:58","28/4/2027","19:58","false","Pesach VII","4","Ramat Gan"
"Candle lighting","30/4/2027","19:02","30/4/2027","19:02","false","Parashat Achrei Mot","4","Ramat Gan"
"Parashat Achrei Mot","1/5/2027",,,,"true","","3","Torah Reading"
"Mevarchim Chodesh Iyyar","1/5/2027",,,,"true","Molad Iyyar: Thu; 51 minutes and 9 chalakim after 2:00","3",""
"Havdalah","1/5/2027","20:00","1/5/2027","20:00","false","","4","Ramat Gan"
"Yom HaShoah","4/5/2027",,,,"true","Holocaust Memorial Day","3","Jewish Holidays"
"Rosh Chodesh Iyyar","7/5/2027",,,,"true","Start of month of Iyyar on the Hebrew calendar","3","Jewish Holidays"
"Candle lighting","7/5/2027","19:07","7/5/2027","19:07","false","Parashat Kedoshim","4","Ramat Gan"
"Rosh Chodesh Iyyar","8/5/2027",,,,"true","Start of month of Iyyar on the Hebrew calendar","3","Jewish Holidays"
"Parashat Kedoshim","8/5/2027",,,,"true","Rosh Chodesh Iyyar","3","Torah Reading"
"Havdalah","8/5/2027","20:06","8/5/2027","20:06","false","","4","Ramat Gan"
"Yom HaZikaron","11/5/2027",,,,"true","Israeli Memorial Day","3","Jewish Holidays"
"Yom HaAtzma’ut","12/5/2027",,,,"true","Israeli Independence Day","3","Jewish Holidays"
"Candle lighting","14/5/2027","19:12","14/5/2027","19:12","false","Parashat Emor","4","Ramat Gan"
"Parashat Emor","15/5/2027",,,,"true","","3","Torah Reading"
"Havdalah","15/5/2027","20:11","15/5/2027","20:11","false","","4","Ramat Gan"
"Herzl Day","17/5/2027",,,,"true","Commemorates the life and vision of Zionist leader Theodor Herzl","3","Jewish Holidays"
"Pesach Sheni","21/5/2027",,,,"true","Second Passover; one month after Passover","3","Jewish Holidays"
"Candle lighting","21/5/2027","19:17","21/5/2027","19:17","false","Parashat Behar","4","Ramat Gan"
"Parashat Behar","22/5/2027",,,,"true","","3","Torah Reading"
"Havdalah","22/5/2027","20:17","22/5/2027","20:17","false","","4","Ramat Gan"
"Lag BaOmer","25/5/2027",,,,"true","33rd day of counting the Omer","3","Jewish Holidays"
"Candle lighting","28/5/2027","19:21","28/5/2027","19:21","false","Parashat Bechukotai","4","Ramat Gan"
"Parashat Bechukotai","29/5/2027",,,,"true","","3","Torah Reading"
"Havdalah","29/5/2027","20:22","29/5/2027","20:22","false","","4","Ramat Gan"
"Yom Yerushalayim","4/6/2027",,,,"true","Jerusalem Day","3","Jewish Holidays"
"Candle lighting","4/6/2027","19:25","4/6/2027","19:25","false","Parashat Bamidbar","4","Ramat Gan"
"Parashat Bamidbar","5/6/2027",,,,"true","Machar Chodesh","3","Torah Reading"
"Mevarchim Chodesh Sivan","5/6/2027",,,,"true","Molad Sivan: Fri; 35 minutes and 10 chalakim after 15:00","3",""
"Havdalah","5/6/2027","20:26","5/6/2027","20:26","false","","4","Ramat Gan"
"Rosh Chodesh Sivan","6/6/2027",,,,"true","Start of month of Sivan on the Hebrew calendar","3","Jewish Holidays"
"Erev Shavuot","10/6/2027",,,,"true","Festival of Weeks","3","Jewish Holidays"
"Candle lighting","10/6/2027","19:28","10/6/2027","19:28","false","Erev Shavuot","4","Ramat Gan"
"Shavuot","11/6/2027",,,,"true","Festival of Weeks","4","Jewish Holidays"
"Candle lighting","11/6/2027","19:28","11/6/2027","19:28","false","Shavuot","4","Ramat Gan"
"Parashat Nasso","12/6/2027",,,,"true","","3","Torah Reading"
"Havdalah","12/6/2027","20:30","12/6/2027","20:30","false","","4","Ramat Gan"
"Candle lighting","18/6/2027","19:31","18/6/2027","19:31","false","Parashat Beha’alotcha","4","Ramat Gan"
"Parashat Beha’alotcha","19/6/2027",,,,"true","","3","Torah Reading"
"Havdalah","19/6/2027","20:32","19/6/2027","20:32","false","","4","Ramat Gan"
"Candle lighting","25/6/2027","19:32","25/6/2027","19:32","false","Parashat Sh’lach","4","Ramat Gan"
"Parashat Sh’lach","26/6/2027",,,,"true","","3","Torah Reading"
"Havdalah","26/6/2027","20:33","26/6/2027","20:33","false","","4","Ramat Gan"
"Candle lighting","2/7/2027","19:33","2/7/2027","19:33","false","Parashat Korach","4","Ramat Gan"
"Parashat Korach","3/7/2027",,,,"true","","3","Torah Reading"
"Mevarchim Chodesh Tamuz","3/7/2027",,,,"true","Molad Tamuz: Sun; 19 minutes and 11 chalakim after 4:00","3",""
"Havdalah","3/7/2027","20:33","3/7/2027","20:33","false","","4","Ramat Gan"
"Rosh Chodesh Tamuz","5/7/2027",,,,"true","Start of month of Tamuz on the Hebrew calendar","3","Jewish Holidays"
"Rosh Chodesh Tamuz","6/7/2027",,,,"true","Start of month of Tamuz on the Hebrew calendar","3","Jewish Holidays"
"Candle lighting","9/7/2027","19:32","9/7/2027","19:32","false","Parashat Chukat","4","Ramat Gan"
"Parashat Chukat","10/7/2027",,,,"true","","3","Torah Reading"
"Havdalah","10/7/2027","20:32","10/7/2027","20:32","false","","4","Ramat Gan"
"Candle lighting","16/7/2027","19:29","16/7/2027","19:29","false","Parashat Balak","4","Ramat Gan"
"Parashat Balak","17/7/2027",,,,"true","","3","Torah Reading"
"Havdalah","17/7/2027","20:29","17/7/2027","20:29","false","","4","Ramat Gan"
"Fast begins","22/7/2027","04:25","22/7/2027","04:25","false","Tzom Tammuz","4","Ramat Gan"
"Tzom Tammuz","22/7/2027",,,,"true","Fast commemorating breaching of the walls of Jerusalem before the destruction of the Second Temple","3","Jewish Holidays"
"Fast ends","22/7/2027","20:18","22/7/2027","20:18","false","Tzom Tammuz","4","Ramat Gan"
"Candle lighting","23/7/2027","19:26","23/7/2027","19:26","false","Parashat Pinchas","4","Ramat Gan"
"Parashat Pinchas","24/7/2027",,,,"true","","3","Torah Reading"
"Havdalah","24/7/2027","20:24","24/7/2027","20:24","false","","4","Ramat Gan"
"Candle lighting","30/7/2027","19:21","30/7/2027","19:21","false","Parashat Matot-Masei","4","Ramat Gan"
"Parashat Matot-Masei","31/7/2027",,,,"true","","3","Torah Reading"
"Mevarchim Chodesh Av","31/7/2027",,,,"true","Molad Av: Mon; 3 minutes and 12 chalakim after 17:00","3",""
"Havdalah","31/7/2027","20:19","31/7/2027","20:19","false","","4","Ramat Gan"
"Jabotinsky Day","3/8/2027",,,,"true","Commemorates the life and vision of Zionist leader Ze'ev Jabotinsky","3","Jewish Holidays"
"Rosh Chodesh Av","4/8/2027",,,,"true","Start of month of Av on the Hebrew calendar","3","Jewish Holidays"
"Candle lighting","6/8/2027","19:16","6/8/2027","19:16","false","Parashat Devarim","4","Ramat Gan"
"Shabbat Chazon","7/8/2027",,,,"true","Shabbat of Prophecy/Shabbat of Vision","3","Jewish Holidays"
"Parashat Devarim","7/8/2027",,,,"true","Shabbat Chazon","3","Torah Reading"
"Havdalah","7/8/2027","20:12","7/8/2027","20:12","false","","4","Ramat Gan"
"Fast begins","11/8/2027","19:29","11/8/2027","19:29","false","Erev Tish’a B’Av","4","Ramat Gan"
"Erev Tish’a B’Av","11/8/2027",,,,"true","The Ninth of Av","3","Jewish Holidays"
"Tish’a B’Av","12/8/2027",,,,"true","The Ninth of Av","3","Jewish Holidays"
"Fast ends","12/8/2027","20:00","12/8/2027","20:00","false","Tish’a B’Av","4","Ramat Gan"
"Candle lighting","13/8/2027","19:09","13/8/2027","19:09","false","Parashat Vaetchanan","4","Ramat Gan"
"Shabbat Nachamu","14/8/2027",,,,"true","Shabbat after Tish'a B'Av (Shabbat of Consolation)","3","Jewish Holidays"
"Parashat Vaetchanan","14/8/2027",,,,"true","Shabbat Nachamu","3","Torah Reading"
"Havdalah","14/8/2027","20:05","14/8/2027","20:05","false","","4","Ramat Gan"
"Tu B’Av","18/8/2027",,,,"true","Minor Jewish holiday of love","3","Jewish Holidays"
"Candle lighting","20/8/2027","19:01","20/8/2027","19:01","false","Parashat Eikev","4","Ramat Gan"
"Parashat Eikev","21/8/2027",,,,"true","","3","Torah Reading"
"Havdalah","21/8/2027","19:57","21/8/2027","19:57","false","","4","Ramat Gan"
"Candle lighting","27/8/2027","18:53","27/8/2027","18:53","false","Parashat Re’eh","4","Ramat Gan"
"Parashat Re’eh","28/8/2027",,,,"true","","3","Torah Reading"
"Mevarchim Chodesh Elul","28/8/2027",,,,"true","Molad Elul: Wed; 47 minutes and 13 chalakim after 5:00","3",""
"Havdalah","28/8/2027","19:48","28/8/2027","19:48","false","","4","Ramat Gan"
"Rosh Chodesh Elul","2/9/2027",,,,"true","Start of month of Elul on the Hebrew calendar","3","Jewish Holidays"
"Rosh Hashana LaBehemot","3/9/2027",,,,"true","New Year for Tithing Animals","3","Jewish Holidays"
"Rosh Chodesh Elul","3/9/2027",,,,"true","Start of month of Elul on the Hebrew calendar","3","Jewish Holidays"
"Candle lighting","3/9/2027","18:44","3/9/2027","18:44","false","Parashat Shoftim","4","Ramat Gan"
"Parashat Shoftim","4/9/2027",,,,"true","","3","Torah Reading"
"Havdalah","4/9/2027","19:39","4/9/2027","19:39","false","","4","Ramat Gan"
"Candle lighting","10/9/2027","18:35","10/9/2027","18:35","false","Parashat Ki Teitzei","4","Ramat Gan"
"Parashat Ki Teitzei","11/9/2027",,,,"true","","3","Torah Reading"
"Havdalah","11/9/2027","19:29","11/9/2027","19:29","false","","4","Ramat Gan"
"Candle lighting","17/9/2027","18:26","17/9/2027","18:26","false","Parashat Ki Tavo","4","Ramat Gan"
"Parashat Ki Tavo","18/9/2027",,,,"true","","3","Torah Reading"
"Havdalah","18/9/2027","19:20","18/9/2027","19:20","false","","4","Ramat Gan"
"Candle lighting","24/9/2027","18:17","24/9/2027","18:17","false","Parashat Nitzavim-Vayeilech","4","Ramat Gan"
"Leil Selichot","25/9/2027",,,,"true","Prayers for forgiveness in preparation for the High Holidays","3","Jewish Holidays"
"Parashat Nitzavim-Vayeilech","25/9/2027",,,,"true","","3","Torah Reading"
"Havdalah","25/9/2027","19:10","25/9/2027","19:10","false","","4","Ramat Gan"
"Erev Rosh Hashana","1/10/2027",,,,"true","The Jewish New Year","3","Jewish Holidays"
"Candle lighting","1/10/2027","18:08","1/10/2027","18:08","false","Erev Rosh Hashana","4","Ramat Gan"
"Rosh Hashana 5788","2/10/2027",,,,"true","The Jewish New Year","4","Jewish Holidays"
"Candle lighting","2/10/2027","19:01","2/10/2027","19:01","false","Rosh Hashana 5788","4","Ramat Gan"
"Rosh Hashana II","3/10/2027",,,,"true","The Jewish New Year","4","Jewish Holidays"
"Havdalah","3/10/2027","19:00","3/10/2027","19:00","false","Rosh Hashana II","4","Ramat Gan"
"Fast begins","4/10/2027","05:24","4/10/2027","05:24","false","Tzom Gedaliah","4","Ramat Gan"
"Tzom Gedaliah","4/10/2027",,,,"true","Fast of the Seventh Month","3","Jewish Holidays"
"Fast ends","4/10/2027","18:52","4/10/2027","18:52","false","Tzom Gedaliah","4","Ramat Gan"
"Candle lighting","8/10/2027","17:59","8/10/2027","17:59","false","Parashat Ha’azinu","4","Ramat Gan"
"Shabbat Shuva","9/10/2027",,,,"true","Shabbat of Returning","3","Jewish Holidays"
"Parashat Ha’azinu","9/10/2027",,,,"true","Shabbat Shuva","3","Torah Reading"
"Havdalah","9/10/2027","18:52","9/10/2027","18:52","false","","4","Ramat Gan"
"Erev Yom Kippur","10/10/2027",,,,"true","Day of Atonement","3","Jewish Holidays"
"Candle lighting","10/10/2027","17:56","10/10/2027","17:56","false","Erev Yom Kippur","4","Ramat Gan"
"Yom Kippur","11/10/2027",,,,"true","Day of Atonement","4","Jewish Holidays"
"Havdalah","11/10/2027","18:50","11/10/2027","18:50","false","Yom Kippur","4","Ramat Gan"
"Erev Sukkot","15/10/2027",,,,"true","Feast of Booths","3","Jewish Holidays"
"Candle lighting","15/10/2027","17:50","15/10/2027","17:50","false","Erev Sukkot","4","Ramat Gan"
"Sukkot I","16/10/2027",,,,"true","Feast of Booths","4","Jewish Holidays"
"Havdalah","16/10/2027","18:44","16/10/2027","18:44","false","Sukkot I","4","Ramat Gan"
"Sukkot II (CH’’M)","17/10/2027",,,,"true","Feast of Booths","3","Jewish Holidays"
"Sukkot III (CH’’M)","18/10/2027",,,,"true","Feast of Booths","3","Jewish Holidays"
"Sukkot IV (CH’’M)","19/10/2027",,,,"true","Feast of Booths","3","Jewish Holidays"
"Sukkot V (CH’’M)","20/10/2027",,,,"true","Feast of Booths","3","Jewish Holidays"
"Sukkot VI (CH’’M)","21/10/2027",,,,"true","Feast of Booths","3","Jewish Holidays"
"Sukkot VII (Hoshana Raba)","22/10/2027",,,,"true","Feast of Booths","3","Jewish Holidays"
"Candle lighting","22/10/2027","17:42","22/10/2027","17:42","false","Sukkot VII (Hoshana Raba)","4","Ramat Gan"
"Shmini Atzeret","23/10/2027",,,,"true","Eighth Day of Assembly","4","Jewish Holidays"
"Havdalah","23/10/2027","18:37","23/10/2027","18:37","false","Shmini Atzeret","4","Ramat Gan"
"Candle lighting","29/10/2027","17:35","29/10/2027","17:35","false","Parashat Bereshit","4","Ramat Gan"
"Parashat Bereshit","30/10/2027",,,,"true","Machar Chodesh","3","Torah Reading"
"Mevarchim Chodesh Cheshvan","30/10/2027",,,,"true","Molad Cheshvan: Sat; 15 minutes and 15 chalakim after 7:00","3",""
"Havdalah","30/10/2027","18:30","30/10/2027","18:30","false","","4","Ramat Gan"
"Rosh Chodesh Cheshvan","31/10/2027",,,,"true","Start of month of Cheshvan on the Hebrew calendar","3","Jewish Holidays"
"Rosh Chodesh Cheshvan","1/11/2027",,,,"true","Start of month of Cheshvan on the Hebrew calendar","3","Jewish Holidays"
"Candle lighting","5/11/2027","16:29","5/11/2027","16:29","false","Parashat Noach","4","Ramat Gan"
"Parashat Noach","6/11/2027",,,,"true","","3","Torah Reading"
"Havdalah","6/11/2027","17:25","6/11/2027","17:25","false","","4","Ramat Gan"
"Yom HaAliyah School Observance","7/11/2027",,,,"true","Aliyah Day observed in Israeli schools","3","Jewish Holidays"
"Yitzhak Rabin Memorial Day","11/11/2027",,,,"true","Commemorates the life of Israeli Prime Minister Yitzhak Rabin","3","Jewish Holidays"
"Candle lighting","12/11/2027","16:24","12/11/2027","16:24","false","Parashat Lech-Lecha","4","Ramat Gan"
"Parashat Lech-Lecha","13/11/2027",,,,"true","","3","Torah Reading"
"Havdalah","13/11/2027","17:20","13/11/2027","17:20","false","","4","Ramat Gan"
"Candle lighting","19/11/2027","16:21","19/11/2027","16:21","false","Parashat Vayera","4","Ramat Gan"
"Parashat Vayera","20/11/2027",,,,"true","","3","Torah Reading"
"Havdalah","20/11/2027","17:17","20/11/2027","17:17","false","","4","Ramat Gan"
"Candle lighting","26/11/2027","16:18","26/11/2027","16:18","false","Parashat Chayei Sara","4","Ramat Gan"
"Parashat Chayei Sara","27/11/2027",,,,"true","","3","Torah Reading"
"Mevarchim Chodesh Kislev","27/11/2027",,,,"true","Molad Kislev: Sun; 59 minutes and 16 chalakim after 19:00","3",""
"Havdalah","27/11/2027","17:16","27/11/2027","17:16","false","","4","Ramat Gan"
"Sigd","29/11/2027",,,,"true","Ethiopian Jewish holiday occurring 50 days after Yom Kippur","3","Jewish Holidays"
"Rosh Chodesh Kislev","30/11/2027",,,,"true","Start of month of Kislev on the Hebrew calendar","3","Jewish Holidays"
"Rosh Chodesh Kislev","1/12/2027",,,,"true","Start of month of Kislev on the Hebrew calendar","3","Jewish Holidays"
"Candle lighting","3/12/2027","16:17","3/12/2027","16:17","false","Parashat Toldot","4","Ramat Gan"
"Parashat Toldot","4/12/2027",,,,"true","","3","Torah Reading"
"Havdalah","4/12/2027","17:15","4/12/2027","17:15","false","","4","Ramat Gan"
"Ben-Gurion Day","6/12/2027",,,,"true","Commemorates the life and vision of Israel's first Prime Minister David Ben-Gurion","3","Jewish Holidays"
"Candle lighting","10/12/2027","16:18","10/12/2027","16:18","false","Parashat Vayetzei","4","Ramat Gan"
"Parashat Vayetzei","11/12/2027",,,,"true","","3","Torah Reading"
"Havdalah","11/12/2027","17:16","11/12/2027","17:16","false","","4","Ramat Gan"
"Candle lighting","17/12/2027","16:20","17/12/2027","16:20","false","Parashat Vayishlach","4","Ramat Gan"
"Parashat Vayishlach","18/12/2027",,,,"true","","3","Torah Reading"
"Havdalah","18/12/2027","17:19","18/12/2027","17:19","false","","4","Ramat Gan"
"Chanukah: 1 Candle","24/12/2027","16:23","24/12/2027","16:23","false","Hanukkah; the Jewish festival of rededication","4","Ramat Gan"
"Candle lighting","24/12/2027","16:23","24/12/2027","16:23","false","Parashat Vayeshev","4","Ramat Gan"
"Chanukah: 2 Candles","25/12/2027","17:22","25/12/2027","17:22","false","Hanukkah; the Jewish festival of rededication","4","Ramat Gan"
"Parashat Vayeshev","25/12/2027",,,,"true","","3","Torah Reading"
"Mevarchim Chodesh Tevet","25/12/2027",,,,"true","Molad Tevet: Tue; 43 minutes and 17 chalakim after 8:00","3",""
"Havdalah","25/12/2027","17:22","25/12/2027","17:22","false","","4","Ramat Gan"
"Chanukah: 3 Candles","26/12/2027","17:02","26/12/2027","17:02","false","Hanukkah; the Jewish festival of rededication","4","Ramat Gan"
"Chanukah: 4 Candles","27/12/2027","17:03","27/12/2027","17:03","false","Hanukkah; the Jewish festival of rededication","4","Ramat Gan"
"Chanukah: 5 Candles","28/12/2027","17:03","28/12/2027","17:03","false","Hanukkah; the Jewish festival of rededication","4","Ramat Gan"
"Chanukah: 6 Candles","29/12/2027","17:04","29/12/2027","17:04","false","Hanukkah; the Jewish festival of rededication","4","Ramat Gan"
"Chag HaBanot","30/12/2027",,,,"true","North African Chanukah festival of daughters","3","Jewish Holidays"
"Chanukah: 7 Candles","30/12/2027","17:04","30/12/2027","17:04","false","Hanukkah; the Jewish festival of rededication","4","Ramat Gan"
"Rosh Chodesh Tevet","30/12/2027",,,,"true","Start of month of Tevet on the Hebrew calendar","3","Jewish Holidays"
"Chanukah: 8 Candles","31/12/2027","16:28","31/12/2027","16:28","false","Hanukkah; the Jewish festival of rededication","4","Ramat Gan"
"Rosh Chodesh Tevet","31/12/2027",,,,"true","Start of month of Tevet on the Hebrew calendar","3","Jewish Holidays"
"Candle lighting","31/12/2027","16:28","31/12/2027","16:28","false","Parashat Miketz","4","Ramat Gan"
"Chanukah: 8th Day","1/1/2028",,,,"true","Hanukkah; the Jewish festival of rededication","3","Jewish Holidays"
"Parashat Miketz","1/1/2028",,,,"true","","3","Torah Reading"
"Havdalah","1/1/2028","17:27","1/1/2028","17:27","false","","4","Ramat Gan"
"Candle lighting","7/1/2028","16:33","7/1/2028","16:33","false","Parashat Vayigash","4","Ramat Gan"
"Parashat Vayigash","8/1/2028",,,,"true","","3","Torah Reading"
"Havdalah","8/1/2028","17:32","8/1/2028","17:32","false","","4","Ramat Gan"
